id,text,category,difficulty,char_count,source_type,enabled
539,우주선에서 다람쥐가 날아간다,sentence,4,13,original,True
540,기차역에서 다람쥐가 달려간다,sentence,4,13,original,True
541,펭귄이 높이 뛰어오른다,short_sentence,3,10,original,True
542,보너스가 등장했다 빠르게 다음 목표를 찾아라,game,5,19,original,True
543,운동장에서 토끼가 달려간다,sentence,3,12,original,True
544,이번에는 가볍게 몸을 풀자,daily,3,11,original,True
545,놀이터에서 고양이가 날아간다,sentence,4,13,original,True
546,오락실에서 마법사가 굴러간다,sentence,4,13,original,True
547,숲속에서 친구가 달려간다,sentence,3,11,original,True
548,정류장에서 마법사가 점프한다,sentence,4,13,original,True
549,주말에는 기분 좋게 시작하자,daily,3,12,original,True
550,한 입만 먹으려고 했는데 할 일이 하나 더 생겼다,fun,5,19,original,True
551,성 앞에서 강아지가 점프한다,sentence,3,12,original,True
552,골목길에서 친구가 달려간다,sentence,3,12,original,True
553,우주선에서 강아지가 날아간다,sentence,4,13,original,True
554,운동장에서 다람쥐가 사라진다,sentence,4,13,original,True
555,숲속에서 펭귄이 굴러간다,sentence,3,11,original,True
556,성 앞에서 다람쥐가 점프한다,sentence,3,12,original,True
557,구름이 살금살금 다가온다,short_sentence,3,11,original,True
558,보물섬에서 마법사가 굴러간다,sentence,4,13,original,True
559,풍선이 살금살금 다가온다,short_sentence,3,11,original,True
560,딱 하나만 사려고 했는데 간식이 나를 기다린다,fun,5,19,original,True
561,별빛이 빠르게 움직인다,short_sentence,3,10,original,True
562,게임이 끝나면 조금 쉬었다 가자,daily,4,13,original,True
563,다음 스테이지가 시작됐다 콤보를 계속 이어가자,game,5,20,original,True
564,기차역에서 토끼가 달려간다,sentence,3,12,original,True
565,놀이터에서 강아지가 날아간다,sentence,4,13,original,True
566,도서관에서 고양이가 날아간다,sentence,4,13,original,True
567,햇살이 사라진다,short_sentence,2,7,original,True
568,점심에는 오늘 계획을 세워보자,daily,4,13,original,True
569,구름 위에서 마법사가 춤을 춘다,sentence,4,13,original,True
570,퇴근하면 맛있는 거 먹자,daily,3,10,original,True
571,기차역에서 로봇이 사라진다,sentence,3,12,original,True
572,달빛 아래서 펭귄이 사라진다,sentence,3,12,original,True
573,분명 방금까지 있었는데 집중력이 돌아왔다,fun,4,18,original,True
574,달빛 아래서 펭귄이 날아간다,sentence,3,12,original,True
575,바닷가에서 고양이가 다가온다,sentence,4,13,original,True
576,탐험가가 신호를 기다린다,short_sentence,3,11,original,True
577,공원에서 강아지가 굴러간다,sentence,3,12,original,True
578,주말에는 다시 도전해보자,daily,3,11,original,True
579,탐험가가 빙글빙글 돈다,short_sentence,3,10,original,True
580,숨겨진 문이 열렸다 한 번에 성공해보자,game,4,16,original,True
581,바람이 손을 흔든다,short_sentence,3,8,original,True
582,숲속에서 로봇이 날아간다,sentence,3,11,original,True
583,기차역에서 로봇이 날아간다,sentence,3,12,original,True
584,운동장에서 친구가 반짝인다,sentence,3,12,original,True
585,오락실에서 다람쥐가 사라진다,sentence,4,13,original,True
586,오늘은 오늘 계획을 세워보자,daily,3,12,original,True
587,성 앞에서 토끼가 굴러간다,sentence,3,11,original,True
588,햇살이 높이 뛰어오른다,short_sentence,3,10,original,True
589,도서관에서 다람쥐가 날아간다,sentence,4,13,original,True
590,토끼가 길을 찾는다,short_sentence,3,8,original,True
591,운동장에서 다람쥐가 굴러간다,sentence,4,13,original,True
592,기차역에서 우주인이 달려간다,sentence,4,13,original,True
593,숲속에서 펭귄이 점프한다,sentence,3,11,original,True
594,별빛이 사라진다,short_sentence,2,7,original,True
595,택배가 날아간다,short_sentence,2,7,original,True
596,오락실에서 펭귄이 다가온다,sentence,3,12,original,True
597,성 앞에서 토끼가 달려간다,sentence,3,11,original,True
598,탐험가가 굴러간다,short_sentence,3,8,original,True
599,옥상에서 탐험가가 점프한다,sentence,3,12,original,True
600,숲속에서 우주인이 날아간다,sentence,3,12,original,True
601,성 앞에서 탐험가가 날아간다,sentence,3,12,original,True
602,공원에서 다람쥐가 점프한다,sentence,3,12,original,True
603,풍선이 날아간다,short_sentence,2,7,original,True
604,정류장에서 마법사가 날아간다,sentence,4,13,original,True
605,옥상에서 강아지가 굴러간다,sentence,3,12,original,True
606,옥상에서 펭귄이 달려간다,sentence,3,11,original,True
607,풍선이 굴러간다,short_sentence,2,7,original,True
608,탐험가가 점프한다,short_sentence,3,8,original,True
609,달빛 아래서 토끼가 날아간다,sentence,3,12,original,True
610,골목길에서 강아지가 다가온다,sentence,4,13,original,True
611,바닷가에서 강아지가 날아간다,sentence,4,13,original,True
612,우주선에서 친구가 다가온다,sentence,3,12,original,True
613,잠깐 눈을 감았는데 시간이 순간이동했다,fun,4,17,original,True
614,접시가 달려간다,short_sentence,2,7,original,True
615,골목길에서 우주인이 다가온다,sentence,4,13,original,True
616,분명 쉬운 줄 알았는데 또 한 판이 시작됐다,fun,4,17,original,True
617,보너스가 등장했다 마지막까지 집중하자,game,4,17,original,True
618,정류장에서 고양이가 사라진다,sentence,4,13,original,True
619,우주선에서 마법사가 점프한다,sentence,4,13,original,True
620,알람을 껐다고 생각했는데 승부욕이 깨어났다,fun,5,19,original,True
621,강아지가 갑자기 멈춘다,short_sentence,3,10,original,True
622,토끼가 보물을 찾는다,short_sentence,3,9,original,True
623,접시가 사라진다,short_sentence,2,7,original,True
624,알람이 신호를 기다린다,short_sentence,3,10,original,True
625,알람을 껐다고 생각했는데 계획이 살짝 바뀌었다,fun,5,20,original,True
626,기차역에서 강아지가 다가온다,sentence,4,13,original,True
627,숲속에서 토끼가 점프한다,sentence,3,11,original,True
628,게임이 끝나면 사진 한 장 찍자,daily,3,12,original,True
629,마지막 기회가 남았다 정확하게 입력하자,game,4,17,original,True
630,운동장에서 펭귄이 점프한다,sentence,3,12,original,True
631,마법사가 빠르게 움직인다,short_sentence,3,11,original,True
632,오락실에서 강아지가 굴러간다,sentence,4,13,original,True
633,다람쥐가 손을 흔든다,short_sentence,3,9,original,True
634,마법사가 빙글빙글 돈다,short_sentence,3,10,original,True
635,달빛 아래서 강아지가 반짝인다,sentence,4,13,original,True
636,숲속에서 로봇이 달려간다,sentence,3,11,original,True
637,성 앞에서 토끼가 춤을 춘다,sentence,3,11,original,True
638,우주선에서 친구가 굴러간다,sentence,3,12,original,True
639,오락실에서 강아지가 날아간다,sentence,4,13,original,True
640,성 앞에서 강아지가 다가온다,sentence,3,12,original,True
641,달빛 아래서 로봇이 달려간다,sentence,3,12,original,True
642,햇살이 손을 흔든다,short_sentence,3,8,original,True
643,숲속에서 마법사가 다가온다,sentence,3,12,original,True
644,아침부터 책 한 장 읽어보자,daily,3,11,original,True
645,숲속에서 강아지가 다가온다,sentence,3,12,original,True
646,도서관에서 다람쥐가 사라진다,sentence,4,13,original,True
647,우주선에서 펭귄이 굴러간다,sentence,3,12,original,True
648,알람이 문을 연다,short_sentence,3,7,original,True
649,새로운 길이 열렸다 마지막까지 집중하자,game,4,17,original,True
650,공원에서 친구가 다가온다,sentence,3,11,original,True
651,구름 위에서 마법사가 달려간다,sentence,4,13,original,True
652,오락실에서 우주인이 춤을 춘다,sentence,4,13,original,True
653,오락실에서 토끼가 반짝인다,sentence,3,12,original,True
654,보물섬에서 친구가 춤을 춘다,sentence,3,12,original,True
655,기차역에서 우주인이 다가온다,sentence,4,13,original,True
656,점심에는 재미있게 놀아보자,daily,3,12,original,True
657,역전 기회가 왔다 침착하게 타이밍을 잡아라,game,4,18,original,True
658,지금은 사진 한 장 찍자,daily,3,9,original,True
659,도서관에서 펭귄이 굴러간다,sentence,3,12,original,True
660,보물섬에서 탐험가가 달려간다,sentence,4,13,original,True
661,집에 가면 창문을 열어보자,daily,3,11,original,True
662,바닷가에서 펭귄이 점프한다,sentence,3,12,original,True
663,일단 맛있는 거 먹자,daily,3,8,original,True
664,운동장에서 친구가 굴러간다,sentence,3,12,original,True
665,집에 가면 재미있게 놀아보자,daily,3,12,original,True
666,구름이 빙글빙글 돈다,short_sentence,3,9,original,True
667,토끼가 반짝인다,short_sentence,2,7,original,True
668,천천히 간식부터 챙기자,daily,3,10,original,True
669,카운트다운이 시작됐다 먼저 잡아라,game,4,15,original,True
670,기차역에서 친구가 다가온다,sentence,3,12,original,True
671,기차역에서 펭귄이 날아간다,sentence,3,12,original,True
672,역전 기회가 왔다 먼저 잡아라,game,3,12,original,True
673,우주선에서 고양이가 점프한다,sentence,4,13,original,True
674,분명 쉬운 줄 알았는데 배터리가 먼저 지쳤다,fun,4,18,original,True
675,달빛 아래서 친구가 달려간다,sentence,3,12,original,True
676,성 앞에서 친구가 사라진다,sentence,3,11,original,True
677,성 앞에서 친구가 달려간다,sentence,3,11,original,True
678,탐험가가 사라진다,short_sentence,3,8,original,True
679,공원에서 마법사가 날아간다,sentence,3,12,original,True
680,오락실에서 고양이가 점프한다,sentence,4,13,original,True
681,운동장에서 고양이가 사라진다,sentence,4,13,original,True
682,친구가 갑자기 멈춘다,short_sentence,3,9,original,True
683,구름이 갑자기 멈춘다,short_sentence,3,9,original,True
684,알람이 빠르게 움직인다,short_sentence,3,10,original,True
685,새로운 길이 열렸다 끝까지 놓치지 마라,game,4,16,original,True
686,게임이 끝나면 간식부터 챙기자,daily,4,13,original,True
687,도서관에서 마법사가 춤을 춘다,sentence,4,13,original,True
688,조용히 지나가려 했는데 간식이 나를 기다린다,fun,5,19,original,True
689,잠깐 눈을 감았는데 할 일이 하나 더 생겼다,fun,4,17,original,True
690,알람이 다가온다,short_sentence,2,7,original,True
691,옥상에서 강아지가 점프한다,sentence,3,12,original,True
692,게임이 끝나면 커피 한 잔 마시자,daily,4,13,original,True
693,조용히 할 일을 끝내자,daily,3,9,original,True
694,분명 쉬운 줄 알았는데 집중력이 돌아왔다,fun,4,17,original,True
695,놀이터에서 고양이가 다가온다,sentence,4,13,original,True
696,도서관에서 토끼가 반짝인다,sentence,3,12,original,True
697,바닷가에서 고양이가 굴러간다,sentence,4,13,original,True
698,골목길에서 강아지가 굴러간다,sentence,4,13,original,True
699,정류장에서 다람쥐가 달려간다,sentence,4,13,original,True
700,도서관에서 탐험가가 다가온다,sentence,4,13,original,True
701,우주선에서 다람쥐가 점프한다,sentence,4,13,original,True
702,집에 가면 기분 좋게 시작하자,daily,3,12,original,True
703,천천히 조금 쉬었다 가자,daily,3,10,original,True
704,가볍게 시작했는데 할 일이 하나 더 생겼다,fun,4,17,original,True
705,버스가 높이 뛰어오른다,short_sentence,3,10,original,True
706,보물섬에서 고양이가 춤을 춘다,sentence,4,13,original,True
707,택배가 사라진다,short_sentence,2,7,original,True
708,오락실에서 강아지가 반짝인다,sentence,4,13,original,True
709,달빛 아래서 친구가 다가온다,sentence,3,12,original,True
710,기차역에서 탐험가가 춤을 춘다,sentence,4,13,original,True
711,놀이터에서 친구가 날아간다,sentence,3,12,original,True
712,구름 위에서 펭귄이 반짝인다,sentence,3,12,original,True
713,마지막 판이라고 했는데 갑자기 배가 고파졌다,fun,5,19,original,True
714,가볍게 시작했는데 계획이 살짝 바뀌었다,fun,4,17,original,True
715,오락실에서 고양이가 굴러간다,sentence,4,13,original,True
716,숲속에서 펭귄이 반짝인다,sentence,3,11,original,True
717,도서관에서 로봇이 사라진다,sentence,3,12,original,True
718,놀이터에서 강아지가 사라진다,sentence,4,13,original,True
719,냉장고를 열었는데 고양이와 눈이 마주쳤다,fun,4,18,original,True
720,보물섬에서 펭귄이 춤을 춘다,sentence,3,12,original,True
721,도서관에서 고양이가 춤을 춘다,sentence,4,13,original,True
722,고양이가 신호를 기다린다,short_sentence,3,11,original,True
723,오락실에서 마법사가 점프한다,sentence,4,13,original,True
724,택배가 출발을 준비한다,short_sentence,3,10,original,True
725,빠르게 마지막까지 가보자,daily,3,11,original,True
726,오락실에서 탐험가가 달려간다,sentence,4,13,original,True
727,친구가 춤을 춘다,short_sentence,3,7,original,True
728,햇살이 빠르게 움직인다,short_sentence,3,10,original,True
729,토끼가 문을 연다,short_sentence,3,7,original,True
730,접시가 빙글빙글 돈다,short_sentence,3,9,original,True
731,한 입만 먹으려고 했는데 계획이 살짝 바뀌었다,fun,5,19,original,True
732,골목길에서 토끼가 점프한다,sentence,3,12,original,True
733,운동장에서 로봇이 굴러간다,sentence,3,12,original,True
734,구름 위에서 고양이가 날아간다,sentence,4,13,original,True
735,도서관에서 강아지가 점프한다,sentence,4,13,original,True
736,기차가 버튼을 누른다,short_sentence,3,9,original,True
737,우주선에서 다람쥐가 춤을 춘다,sentence,4,13,original,True
738,주말에는 할 일을 끝내자,daily,3,10,original,True
739,오락실에서 친구가 춤을 춘다,sentence,3,12,original,True
740,택배가 달려간다,short_sentence,2,7,original,True
741,역전 기회가 왔다 빠르게 다음 목표를 찾아라,game,4,18,original,True
742,햇살이 반짝인다,short_sentence,2,7,original,True
743,점심에는 산책하러 가자,daily,3,10,original,True
744,기차역에서 로봇이 굴러간다,sentence,3,12,original,True
745,새로운 길이 열렸다 다음 목표를 준비하자,game,4,17,original,True
746,골목길에서 로봇이 날아간다,sentence,3,12,original,True
747,옥상에서 고양이가 달려간다,sentence,3,12,original,True
748,보물섬에서 친구가 달려간다,sentence,3,12,original,True
749,우주선에서 탐험가가 반짝인다,sentence,4,13,original,True
750,딱 하나만 사려고 했는데 갑자기 배가 고파졌다,fun,5,19,original,True
751,조용히 지나가려 했는데 승부욕이 깨어났다,fun,4,18,original,True
752,구름 위에서 강아지가 달려간다,sentence,4,13,original,True
753,우주선에서 로봇이 달려간다,sentence,3,12,original,True
754,사진 한 장만 찍으려 했는데 집중력이 돌아왔다,fun,5,19,original,True
755,달빛 아래서 토끼가 다가온다,sentence,3,12,original,True
756,보너스가 등장했다 다음 목표를 준비하자,game,4,17,original,True
757,보물섬에서 로봇이 굴러간다,sentence,3,12,original,True
758,버스가 날아간다,short_sentence,2,7,original,True
759,신나게 할 일을 끝내자,daily,3,9,original,True
760,도서관에서 로봇이 다가온다,sentence,3,12,original,True
761,골목길에서 탐험가가 사라진다,sentence,4,13,original,True
762,골목길에서 탐험가가 굴러간다,sentence,4,13,original,True
763,정류장에서 우주인이 달려간다,sentence,4,13,original,True
764,속도가 붙기 시작했다 빠르게 다음 목표를 찾아라,game,5,20,original,True
765,가볍게 한 번 더 해보자,daily,3,9,original,True
766,정류장에서 탐험가가 굴러간다,sentence,4,13,original,True
767,운동장에서 로봇이 달려간다,sentence,3,12,original,True
768,지금은 천천히 생각해보자,daily,3,11,original,True
769,숲속에서 마법사가 사라진다,sentence,3,12,original,True
770,우주선에서 펭귄이 달려간다,sentence,3,12,original,True
771,도서관에서 탐험가가 춤을 춘다,sentence,4,13,original,True
772,바람이 빙글빙글 돈다,short_sentence,3,9,original,True
773,바닷가에서 강아지가 달려간다,sentence,4,13,original,True
774,기차역에서 마법사가 점프한다,sentence,4,13,original,True
775,속도가 붙기 시작했다 마지막까지 집중하자,game,4,18,original,True
776,기차가 반짝인다,short_sentence,2,7,original,True
777,풍선이 버튼을 누른다,short_sentence,3,9,original,True
778,가볍게 시작했는데 웃음이 먼저 터졌다,fun,4,16,original,True
779,접시가 날아온다 끝까지 놓치지 마라,game,4,15,original,True
780,가볍게 시작했는데 배터리가 먼저 지쳤다,fun,4,17,original,True
781,바닷가에서 고양이가 춤을 춘다,sentence,4,13,original,True
782,접시가 신호를 기다린다,short_sentence,3,10,original,True
783,가볍게 천천히 생각해보자,daily,3,11,original,True
784,도서관에서 로봇이 반짝인다,sentence,3,12,original,True
785,천천히 산책하러 가자,daily,3,9,original,True
786,강아지가 굴러간다,short_sentence,3,8,original,True
787,놀이터에서 친구가 점프한다,sentence,3,12,original,True
788,정류장에서 강아지가 반짝인다,sentence,4,13,original,True
789,펭귄이 반짝인다,short_sentence,2,7,original,True
790,저녁에는 사진 한 장 찍자,daily,3,10,original,True
791,점심에는 조금 쉬었다 가자,daily,3,11,original,True
792,지금은 맛있는 거 먹자,daily,3,9,original,True
793,신나게 한 번 더 해보자,daily,3,9,original,True
794,달빛 아래서 친구가 반짝인다,sentence,3,12,original,True
795,집에 가면 한 번 더 해보자,daily,3,10,original,True
796,골목길에서 다람쥐가 점프한다,sentence,4,13,original,True
797,오락실에서 탐험가가 다가온다,sentence,4,13,original,True
798,펭귄이 버튼을 누른다,short_sentence,3,9,original,True
799,오락실에서 우주인이 굴러간다,sentence,4,13,original,True
800,숲속에서 토끼가 굴러간다,sentence,3,11,original,True
801,기차가 보물을 찾는다,short_sentence,3,9,original,True
802,운동장에서 친구가 달려간다,sentence,3,12,original,True
803,기차역에서 우주인이 춤을 춘다,sentence,4,13,original,True
804,로봇이 날아간다,short_sentence,2,7,original,True
805,마법사가 살금살금 다가온다,short_sentence,3,12,original,True
806,지금은 다시 도전해보자,daily,3,10,original,True
807,친구가 버튼을 누른다,short_sentence,3,9,original,True
808,구름이 길을 찾는다,short_sentence,3,8,original,True
809,기차역에서 펭귄이 사라진다,sentence,3,12,original,True
810,정류장에서 강아지가 사라진다,sentence,4,13,original,True
811,공원에서 탐험가가 다가온다,sentence,3,12,original,True
812,오늘은 일찍 자려고 했는데 계획이 살짝 바뀌었다,fun,5,20,original,True
813,기차역에서 강아지가 춤을 춘다,sentence,4,13,original,True
814,게임이 끝나면 음악을 들어보자,daily,4,13,original,True
815,놀이터에서 고양이가 굴러간다,sentence,4,13,original,True
816,사진 한 장만 찍으려 했는데 또 한 판이 시작됐다,fun,5,19,original,True
817,아침부터 사진 한 장 찍자,daily,3,10,original,True
818,도서관에서 우주인이 다가온다,sentence,4,13,original,True
819,보물섬에서 고양이가 날아간다,sentence,4,13,original,True
820,접시가 버튼을 누른다,short_sentence,3,9,original,True
821,옥상에서 강아지가 달려간다,sentence,3,12,original,True
822,골목길에서 다람쥐가 사라진다,sentence,4,13,original,True
823,아침부터 커피 한 잔 마시자,daily,3,11,original,True
824,보물섬에서 로봇이 날아간다,sentence,3,12,original,True
825,달빛 아래서 고양이가 굴러간다,sentence,4,13,original,True
826,옥상에서 고양이가 춤을 춘다,sentence,3,12,original,True
827,정류장에서 친구가 반짝인다,sentence,3,12,original,True
828,성 앞에서 우주인이 반짝인다,sentence,3,12,original,True
829,달빛 아래서 탐험가가 반짝인다,sentence,4,13,original,True
830,정류장에서 펭귄이 굴러간다,sentence,3,12,original,True
831,구름이 버튼을 누른다,short_sentence,3,9,original,True
832,놀이터에서 로봇이 점프한다,sentence,3,12,original,True
833,알람을 껐다고 생각했는데 배터리가 먼저 지쳤다,fun,5,20,original,True
834,놀이터에서 친구가 다가온다,sentence,3,12,original,True
835,기차역에서 탐험가가 점프한다,sentence,4,13,original,True
836,구름 위에서 친구가 날아간다,sentence,3,12,original,True
837,지금은 할 일을 끝내자,daily,3,9,original,True
838,잠깐 할 일을 끝내자,daily,3,8,original,True
839,천천히 재미있게 놀아보자,daily,3,11,original,True
840,알람을 껐다고 생각했는데 손가락이 먼저 움직였다,fun,5,21,original,True
841,놀이터에서 마법사가 날아간다,sentence,4,13,original,True
842,옥상에서 친구가 반짝인다,sentence,3,11,original,True
843,운동장에서 탐험가가 굴러간다,sentence,4,13,original,True
844,성 앞에서 우주인이 달려간다,sentence,3,12,original,True
845,로봇이 높이 뛰어오른다,short_sentence,3,10,original,True
846,알람이 버튼을 누른다,short_sentence,3,9,original,True
847,구름 위에서 우주인이 날아간다,sentence,4,13,original,True
848,퇴근하면 좋은 것부터 해보자,daily,3,12,original,True
849,옥상에서 토끼가 날아간다,sentence,3,11,original,True
850,구름이 신호를 기다린다,short_sentence,3,10,original,True
851,숲속에서 펭귄이 사라진다,sentence,3,11,original,True
852,게임이 끝나면 맛있는 거 먹자,daily,3,12,original,True
853,탐험가가 출발을 준비한다,short_sentence,3,11,original,True
854,정류장에서 펭귄이 달려간다,sentence,3,12,original,True
855,딱 하나만 사려고 했는데 시간이 순간이동했다,fun,5,19,original,True
856,로봇이 빠르게 움직인다,short_sentence,3,10,original,True
857,놀이터에서 강아지가 반짝인다,sentence,4,13,original,True
858,점심에는 가볍게 몸을 풀자,daily,3,11,original,True
859,신나게 천천히 생각해보자,daily,3,11,original,True
860,달빛 아래서 우주인이 사라진다,sentence,4,13,original,True
861,옥상에서 탐험가가 춤을 춘다,sentence,3,12,original,True
862,보물섬에서 친구가 날아간다,sentence,3,12,original,True
863,지금은 오늘 계획을 세워보자,daily,3,12,original,True
864,숲속에서 우주인이 사라진다,sentence,3,12,original,True
865,이번에는 조금 쉬었다 가자,daily,3,11,original,True
866,운동장에서 고양이가 반짝인다,sentence,4,13,original,True
867,운동장에서 친구가 사라진다,sentence,3,12,original,True
868,마법사가 높이 뛰어오른다,short_sentence,3,11,original,True
869,오락실에서 펭귄이 사라진다,sentence,3,12,original,True
870,택배가 신호를 기다린다,short_sentence,3,10,original,True
871,놀이터에서 친구가 사라진다,sentence,3,12,original,True
872,우주선에서 로봇이 점프한다,sentence,3,12,original,True
873,숲속에서 우주인이 점프한다,sentence,3,12,original,True
874,오락실에서 토끼가 춤을 춘다,sentence,3,12,original,True
875,접시가 갑자기 멈춘다,short_sentence,3,9,original,True
876,운동장에서 우주인이 사라진다,sentence,4,13,original,True
877,탐험가가 갑자기 멈춘다,short_sentence,3,10,original,True
878,버스가 버튼을 누른다,short_sentence,3,9,original,True
879,공원에서 친구가 굴러간다,sentence,3,11,original,True
880,옥상에서 친구가 사라진다,sentence,3,11,original,True
881,옥상에서 마법사가 춤을 춘다,sentence,3,12,original,True
882,공원에서 강아지가 날아간다,sentence,3,12,original,True
883,잠깐 천천히 생각해보자,daily,3,10,original,True
884,마법사가 다가온다,short_sentence,3,8,original,True
885,천천히 좋은 것부터 해보자,daily,3,11,original,True
886,토끼가 버튼을 누른다,short_sentence,3,9,original,True
887,운동장에서 토끼가 춤을 춘다,sentence,3,12,original,True
888,오락실에서 로봇이 다가온다,sentence,3,12,original,True
889,정류장에서 다람쥐가 춤을 춘다,sentence,4,13,original,True
890,성 앞에서 로봇이 반짝인다,sentence,3,11,original,True
891,골목길에서 로봇이 다가온다,sentence,3,12,original,True
892,숲속에서 다람쥐가 반짝인다,sentence,3,12,original,True
893,한 입만 먹으려고 했는데 승부욕이 깨어났다,fun,4,18,original,True
894,보물섬에서 다람쥐가 날아간다,sentence,4,13,original,True
895,퇴근하면 산책하러 가자,daily,3,10,original,True
896,정류장에서 펭귄이 춤을 춘다,sentence,3,12,original,True
897,숲속에서 로봇이 사라진다,sentence,3,11,original,True
898,잠깐 사진 한 장 찍자,daily,3,8,original,True
899,마법사가 점프한다,short_sentence,3,8,original,True
900,기차역에서 친구가 점프한다,sentence,3,12,original,True
901,오락실에서 마법사가 사라진다,sentence,4,13,original,True
902,도서관에서 토끼가 굴러간다,sentence,3,12,original,True
903,저녁에는 한 번 더 해보자,daily,3,10,original,True
904,강아지가 보물을 찾는다,short_sentence,3,10,original,True
905,도서관에서 탐험가가 반짝인다,sentence,4,13,original,True
906,운동장에서 로봇이 날아간다,sentence,3,12,original,True
907,아침부터 끝까지 집중하자,daily,3,11,original,True
908,골목길에서 마법사가 점프한다,sentence,4,13,original,True
909,도서관에서 우주인이 점프한다,sentence,4,13,original,True
910,토끼가 살금살금 다가온다,short_sentence,3,11,original,True
911,바닷가에서 펭귄이 춤을 춘다,sentence,3,12,original,True
912,숲속에서 펭귄이 다가온다,sentence,3,11,original,True
913,기차역에서 친구가 달려간다,sentence,3,12,original,True
914,보물섬에서 고양이가 사라진다,sentence,4,13,original,True
915,옥상에서 펭귄이 점프한다,sentence,3,11,original,True
916,우주선에서 다람쥐가 사라진다,sentence,4,13,original,True
917,성 앞에서 우주인이 날아간다,sentence,3,12,original,True
918,신나게 조금 쉬었다 가자,daily,3,10,original,True
919,도서관에서 친구가 점프한다,sentence,3,12,original,True
920,풍선이 문을 연다,short_sentence,3,7,original,True
921,햇살이 살금살금 다가온다,short_sentence,3,11,original,True
922,구름 위에서 다람쥐가 날아간다,sentence,4,13,original,True
923,운동장에서 친구가 점프한다,sentence,3,12,original,True
924,분명 쉬운 줄 알았는데 간식이 나를 기다린다,fun,4,18,original,True
925,보물섬에서 강아지가 달려간다,sentence,4,13,original,True
926,분명 쉬운 줄 알았는데 승부욕이 깨어났다,fun,4,17,original,True
927,접시가 보물을 찾는다,short_sentence,3,9,original,True
928,놀이터에서 강아지가 굴러간다,sentence,4,13,original,True
929,별빛이 손을 흔든다,short_sentence,3,8,original,True
930,기차역에서 로봇이 다가온다,sentence,3,12,original,True
931,토끼가 빙글빙글 돈다,short_sentence,3,9,original,True
932,바닷가에서 탐험가가 사라진다,sentence,4,13,original,True
933,구름 위에서 다람쥐가 점프한다,sentence,4,13,original,True
934,달빛 아래서 강아지가 달려간다,sentence,4,13,original,True
935,달빛 아래서 다람쥐가 점프한다,sentence,4,13,original,True
936,점심에는 마지막까지 가보자,daily,3,12,original,True
937,공원에서 로봇이 춤을 춘다,sentence,3,11,original,True
938,조용히 맛있는 거 먹자,daily,3,9,original,True
939,보물상자가 나타났다 한 번에 성공해보자,game,4,17,original,True
940,빠르게 간식부터 챙기자,daily,3,10,original,True
941,우주인이 반짝인다,short_sentence,3,8,original,True
942,우주선에서 펭귄이 다가온다,sentence,3,12,original,True
943,숲속에서 마법사가 날아간다,sentence,3,12,original,True
944,정류장에서 친구가 다가온다,sentence,3,12,original,True
945,펭귄이 빙글빙글 돈다,short_sentence,3,9,original,True
946,우주선에서 토끼가 반짝인다,sentence,3,12,original,True
947,숲속에서 탐험가가 다가온다,sentence,3,12,original,True
948,성 앞에서 다람쥐가 날아간다,sentence,3,12,original,True
949,보물섬에서 다람쥐가 굴러간다,sentence,4,13,original,True
950,공원에서 탐험가가 춤을 춘다,sentence,3,12,original,True
951,마법사가 사라진다,short_sentence,3,8,original,True
952,놀이터에서 로봇이 다가온다,sentence,3,12,original,True
953,강아지가 춤을 춘다,short_sentence,3,8,original,True
954,천천히 사진 한 장 찍자,daily,3,9,original,True
955,옥상에서 펭귄이 굴러간다,sentence,3,11,original,True
956,준비가 되면 음악을 들어보자,daily,3,12,original,True
957,놀이터에서 우주인이 날아간다,sentence,4,13,original,True
958,버스가 빠르게 움직인다,short_sentence,3,10,original,True
959,로봇이 길을 찾는다,short_sentence,3,8,original,True
960,옥상에서 토끼가 다가온다,sentence,3,11,original,True
961,바닷가에서 고양이가 사라진다,sentence,4,13,original,True
962,집에 가면 사진 한 장 찍자,daily,3,10,original,True
963,바닷가에서 우주인이 날아간다,sentence,4,13,original,True
964,놀이터에서 다람쥐가 반짝인다,sentence,4,13,original,True
965,운동장에서 강아지가 다가온다,sentence,4,13,original,True
966,우주선에서 탐험가가 굴러간다,sentence,4,13,original,True
967,별이 쏟아진다 끝까지 놓치지 마라,game,4,14,original,True
968,옥상에서 친구가 다가온다,sentence,3,11,original,True
969,달빛 아래서 로봇이 춤을 춘다,sentence,3,12,original,True
970,속도가 붙기 시작했다 다음 목표를 준비하자,game,4,18,original,True
971,달빛 아래서 로봇이 굴러간다,sentence,3,12,original,True
972,숲속에서 로봇이 다가온다,sentence,3,11,original,True
973,운동장에서 강아지가 굴러간다,sentence,4,13,original,True
974,접시가 날아온다 순간을 놓치지 말자,game,4,15,original,True
975,탐험가가 달려간다,short_sentence,3,8,original,True
976,기차역에서 강아지가 달려간다,sentence,4,13,original,True
977,운동장에서 다람쥐가 점프한다,sentence,4,13,original,True
978,별이 쏟아진다 빠르게 다음 목표를 찾아라,game,4,17,original,True
979,공원에서 친구가 춤을 춘다,sentence,3,11,original,True
980,속도가 붙기 시작했다 한 번에 성공해보자,game,4,17,original,True
981,우주인이 빠르게 움직인다,short_sentence,3,11,original,True
982,빠르게 끝까지 집중하자,daily,3,10,original,True
983,달빛 아래서 로봇이 점프한다,sentence,3,12,original,True
984,골목길에서 강아지가 달려간다,sentence,4,13,original,True
